Copyright, Sundhedsdatastyrelsen
SKS-databasen opdateres jævnligt. Dette udtræk modsvarer opdateringen d 01-07-2024.

"Tekst";"Kode"
"Kronisk eller ikke specificeret gastrointestinalt sår med blødning";"DK284"
"Kronisk gastrojejunalt sår med blødning";"DK284A"
"Gastrojejunalt sår UNS med blødning";"DK284B"
"Kronisk gastrokolisk sår med blødning";"DK284C"
"Gastrokolisk sår UNS med blødning";"DK284D"
"Kronisk eller ikke specificeret gastrointestinalt sår med perforation";"DK285"
"Kronisk gastrojejunalt sår med perforation";"DK285A"
"Gastrojejunalt sår UNS med perforation";"DK285B"
"Kronisk gastrokolisk sår med perforation";"DK285C"
"Gastrokolisk sår UNS med perforation";"DK285D"
"Kronisk eller ikke specificeret gastrointestinalt sår med blødning og perforation";"DK286"
"Kronisk gastrojejunalt sår med blødning og perforation";"DK286A"
"Gastrojejunalt sår UNS med blødning og perforation";"DK286B"
"Kronisk gastrokolisk sår med blødning og perforation";"DK286C"
"Gastrokolisk sår UNS med blødning og perforation";"DK286D"
"Kronisk gastrointestinalt sår uden blødning og perforation";"DK287"
"Kronisk gastrojejunalt sår uden blødning og perforation";"DK287A"
"Kronisk gastrokolisk sår uden blødning og perforation";"DK287B"
"Gastrointestinalt sår UNS uden blødning eller perforation";"DK289"
"Gastroduodenitis";"DK29"
"Akut blødende gastritis";"DK290"
"Anden form for akut mavekatar";"DK291"
"Alkoholisk gastritis";"DK292"
"Kronisk superficiel gastritis";"DK293"
"Kronisk atrofisk gastritis";"DK294"
"Kronisk gastritis UNS";"DK295"
"Anden form for mavekatar";"DK296"
"Hypertrofisk gastritis";"DK296A"
"Granulomatøs gastritis";"DK296B"
"Mavekatar UNS";"DK297"
"Duodenitis";"DK298"
"Akut blødende duodenitis";"DK298A"
"Gastroduodenitis UNS";"DK299"
"Funktionelt fordøjelsesbesvær";"DK30"
"Funktionel dyspepsi UNS";"DK309"
"Andre sygdomme i mavesæk og duodenum";"DK31"
"Akut dilatation af mavesækken";"DK310"
"Akut atoni af mavesækken";"DK310A"
"Hypertrofisk pylorostenose";"DK311"
"Pylorostenose UNS";"DK311A"
"Timeglasformet striktur eller stenose i mavesækken";"DK312"
"Stenose i mavesækken";"DK312A"
"Stenose i cardia";"DK312B"
"Striktur af mavesækken";"DK312C"
"Pylorospasme IKA";"DK313"
"Divertikel i mavesækken";"DK314"
"Divertikel i cardia";"DK314A"
"Obstruktion af duodenum";"DK315"
"Stenose i duodenum";"DK315A"
"Striktur af duodenum";"DK315B"
"Fistel fra mavesækken eller duodenum";"DK316"
"Fistel fra mavesækken UNS";"DK316A"
"Gastrojejunal fistel";"DK316B"
"Fistel fra duodenum";"DK316C"
"Gastrokolisk fistel";"DK316D"
"Gastrointestinal fistel";"DK316E"
"Polyp i mavesækken eller duodenum";"DK317"
"Anden sygdom i ventrikel eller duodenum";"DK318"
"Achylia gastrica";"DK318A"
"Dysfunctio pylori";"DK318B"
"Ectasia ventriculi";"DK318C"
"Gastroptosis";"DK318D"
"Hyperchlorhydria";"DK318E"
"Hypersecretio gastrica";"DK318F"
"Prolapsus mucosae pylori";"DK318G"
"Retentio ventriculi";"DK318H"
"Timeglasformet kontraktur i mavesækken";"DK318J"
"Sygdom i mavesækken eller duodenum UNS";"DK319"
"Sygdomme i blindtarmen [DK35-DK38]";""
"Akut blindtarmsbetændelse";"DK35"
"Akut appendicitis med generaliseret peritonitis";"DK352"
"Akut appendicitis med lokaliseret peritonitis";"DK353"
"Akut appendicitis med peritoneal absces";"DK353A"
"Akut appendicitis med periappendikulær absces";"DK353B"
"Anden og ikke specificeret akut appendicitis";"DK358"
"Akut appendicitis UNS";"DK358A"
"Akut gangrænøs appendicitis";"DK358B"
"Akut flegmonøs appendicitis";"DK358C"
"Andre former for blindtarmsbetændelse";"DK36"
"Kronisk eller recidiverende appendicitis";"DK369"
"Blindtarmsbetændelse UNS";"DK37"
"Appendicitis UNS";"DK379"
"Andre sygdomme i blindtarmen";"DK38"
"Lymfoid hyperplasi af appendix";"DK380"
"Konkrement i appendix";"DK381"
"Koprolit i appendix";"DK381A"
"Appendixdivertikel";"DK382"
"Appendixfistel";"DK383"
"Anden sygdom i blindtarmen";"DK388"
"Blindtarmscyste";"DK388A"
"Invagination af blindtarmen";"DK388B"
"Blindtarmsmukocele";"DK388C"
"Neuroma appendicis";"DK388D"
"Sygdom i blindtarmen UNS";"DK389"
"Hernier [DK40-DK46]";""
"Lyskebrok";"DK40"
"Bilateralt ingvinalhernie med ileus uden gangræn";"DK400"
"Bilateralt ingvinalhernie med gangræn";"DK401"
"Bilateralt ingvinalhernie uden ileus eller gangræn";"DK402"
"Bilateralt ingvinalhernie UNS";"DK402A"
"Unilateralt ingvinalhernie med ileus uden gangræn";"DK403"
"Unilateralt inkarcereret ingvinalhernie med ileus uden gangræn";"DK403A"
"Unilateralt irreponibelt ingvinalhernie med ileus uden gangræn";"DK403B"
"Unilateralt ingvinalhernie med gangræn";"DK404"
"Ingvinalhernie UNS uden ileus eller gangræn";"DK409"
"Lårbrok";"DK41"
"Bilateralt femoralhernie med ileus uden gangræn";"DK410"
"Bilateralt femoralhernie med gangræn";"DK411"
"Bilateralt femoralhernie uden ileus eller gangræn";"DK412"
"Bilateralt femoralhernie UNS";"DK412A"
"Unilateralt femoralhernie med ileus uden gangræn";"DK413"
"Unilateralt inkarcereret femoralhernie med ileus uden gangræn";"DK413A"
"Unilateralt irreponibelt femoralhernie med ileus uden gangræn";"DK413B"
"Unilateralt femoralhernie med gangræn";"DK414"
"Femoralhernie UNS uden ileus eller gangræn";"DK419"
"Navlebrok";"DK42"
"Umbilikalhernie med ileus uden gangræn";"DK420"
"Inkarcereret umbilikalhernie";"DK420A"
"Irreponibelt umbilikalhernie";"DK420B"
"Umbilikalhernie med gangræn";"DK421"
"Umbilikalhernie uden ileus eller gangræn";"DK429"
"Bugvægsbrok";"DK43"
"Incisionalhernie med ileus uden gangræn";"DK430"
"Incisionalhernie med gangræn";"DK431"
"Incisionalhernie uden ileus eller gangræn";"DK432"
"Parastomalt hernie med ileus uden gangræn";"DK433"
"Parastomalt hernie med gangræn";"DK434"
"Parastomalt hernie uden ileus eller gangræn";"DK435"
"Kolostomihernie uden ileus eller gangræn";"DK435A"
"Ileostomihernie uden ileus eller gangræn";"DK435B"
"Urostomihernie uden ileus eller gangræn";"DK435C"
"Andet parastomalt hernie uden ileus eller gangræn";"DK435D"
"Andet ventralhernie med ileus uden gangræn";"DK436"
"Inkarcereret ventralhernie uden gangræn";"DK436A"
"Irreponibelt ventralhernie uden gangræn";"DK436B"
"Andet ventralhernie med gangræn";"DK437"
"Ventralhernie UNS uden ileus eller gangræn";"DK439"
"Brok i mellemgulvet";"DK44"
"Diafragmahernie med ileus uden gangræn";"DK440"
"Inkarcereret diafragmahernie uden gangræn";"DK440A"
"Irreponibelt diafragmahernie uden gangræn";"DK440B"
"Diafragmahernie med gangræn";"DK441"
"Diafragmahernie uden ileus eller gangræn";"DK449"
"Andre former for brok i bugvæggen";"DK45"
"Andet abdominalhernie med ileus uden gangræn";"DK450"
"Navlesnorshernie med ileus uden gangræn";"DK450B"
"Intraabdominalt hernie med ileus uden gangræn";"DK450C"
"Hernia ischiadica med ileus uden gangræn";"DK450D"
"Hernia ischiorectalis med ileus uden gangræn";"DK450E"
"Hernia linea alba med ileus uden gangræn";"DK450F"
"Lumbalhernie med ileus uden gangræn";"DK450G"
"Hernia mesenterialis med ileus uden gangræn";"DK450H"
"Hernia obturatoria med ileus uden gangræn";"DK450I"
"Hernia omentalis med ileus uden gangræn";"DK450J"
"Hernia perinealis med ileus uden gangræn";"DK450K"
"Hernia pudendalis med ileus uden gangræn";"DK450L"
"Hernia retroperitonealis med ileus uden gangræn";"DK450M"
"Andet abdominalhernie med gangræn";"DK451"
"Navlesnorshernie med gangræn";"DK451B"
"Intraabdominalt hernie med gangræn";"DK451C"
"Hernia ischiadica med gangræn";"DK451D"
"Hernia ischiorectalis med gangræn";"DK451E"
"Hernia lineae albae med gangræn";"DK451F"
"Lumbalhernie med gangræn";"DK451G"
"Hernia mesenterialis med gangræn";"DK451H"
"Hernia obturatoria med gangræn";"DK451I"
"Hernia omentalis med gangræn";"DK451J"
"Hernia perinealis med gangræn";"DK451K"
"Hernia pudendalis med gangræn";"DK451L"
"Hernia retroperitonealis med gangræn";"DK451M"
"Andet abdominalhernie uden ileus eller gangræn";"DK458"
"Navlesnorshernie uden ileus eller gangræn";"DK458B"
"Intraabdominalt hernie uden ileus eller gangræn";"DK458C"
"Hernia ischiadica uden ileus eller gangræn";"DK458D"
"Hernia ischiorectalis uden ileus eller gangræn";"DK458E"
"Hernia lineae albae uden ileus eller gangræn";"DK458F"
"Lumbalhernie uden ileus eller gangræn";"DK458G"
"Hernia mesenterialis uden ileus eller gangræn";"DK458H"
"Hernia obturatoria uden ileus eller gangræn";"DK458I"
"Hernia omentalis uden ileus eller gangræn";"DK458J"
"Hernia perinealis uden ileus eller gangræn";"DK458K"
"Hernia pudendalis uden ileus eller gangræn";"DK458L"
"Hernia retroperitonealis uden ileus eller gangræn";"DK458M"
"Abdominalt brok ikke nærmere specificeret";"DK46"
"Abdominalhernie UNS med ileus uden gangræn";"DK460"
"Inkarcereret abdominalhernie UNS uden gangræn";"DK460A"
"Irreponibelt abdominalhernie UNS uden gangræn";"DK460B"
"Abdominalhernie UNS med gangræn";"DK461"
"Abdominalhernie UNS uden ileus eller gangræn";"DK469"
"Abdominalhernie UNS";"DK469A"
"Ikke-infektiøs tyndtarms- og tyktarmskatar [DK50-DK52]";""
"Crohns sygdom";"DK50"
"Crohns sygdom i tyndtarmen";"DK500"
"Crohns sygdom i duodenum";"DK500A"
"Crohns sygdom i ileum";"DK500B"
"Crohns sygdom i jejunum";"DK500C"
"Ileitis terminalis";"DK500D"
"Crohns sygdom i tyktarmen";"DK501"
"Crohns sygdom i endetarmen";"DK501D"
"Anden form for Crohns sygdom";"DK508"
"Crohns sygdom i både tyndtarmen og tyktarmen";"DK508A"
"Crohns sygdom med forandringer i mundhulen";"DK508C"
"Crohns sygdom med ileocækal lokalisation";"DK508D"
"Crohns sygdom UNS";"DK509"
"Ulcerøs colitis";"DK51"
"Ulcerøs pancolitis";"DK510"
"Ulcerøs proktitis";"DK512"
"Ulcerøs proktosigmoiditis";"DK513"
"Inflammatoriske polypper";"DK514"
"Venstresidig ulcerøs colitis";"DK515"
"Venstresidig proktocolitis";"DK515A"
"Venstresidig hemicolitis";"DK515B"
"Anden form for ulcerøs colitis";"DK518"
"Ulcerøs colitis med forandringer i mundhulen";"DK518B"
"Ulcerøs colitis UNS";"DK519"
"Andre ikke-infektiøse betændelsestilstande i mavesækken og tarme";"DK52"
"Gastroenteritis eller colitis forårsaget af stråling";"DK520"
"Colitis forårsaget af stråling";"DK520A"
"Gastroenteritis forårsaget af stråling";"DK520B"
"Toksisk gastroenteritis eller colitis";"DK521"
"Toksisk colitis";"DK521A"
"Toksisk enteritis";"DK521B"
"Toksisk gastroenteritis";"DK521C"
"Gastroenteritis eller colitis forårsaget af allergi eller fødemiddel";"DK522"
"Fødemiddelallergi UNS";"DK522A"
"Colitis forårsaget af fødemiddelallergi";"DK522C"
"Enteritis forårsaget af fødemiddelallergi";"DK522D"
"Enterocolitis forårsaget af fødemiddelallergi";"DK522E"
"Gastroenteritis forårsaget af fødemiddelallergi";"DK522F"
"Ikke nærmere specificeret colitis";"DK523"
"Anden form for ikke-infektiøs gastroenteritis eller colitis";"DK528"
"Eosinofil gastritis";"DK528A"
"Eosinofil gastroenteritis";"DK528B"
"Pouchitis";"DK528C"
"Mikroskopisk colitis";"DK528D"
"Kollagen colitis";"DK528D1"
"Lymfocytær colitis";"DK528D2"
"Anden ikke-infektiøs gastroenteritis eller colitis UNS";"DK529"
"Ikke-infektiøs colitis UNS";"DK529A"
"Ikke-infektiøs diarré UNS";"DK529B"
"Kemoterapi-induceret diarré";"DK529B1"
"Ikke-infektiøs enteritis UNS";"DK529C"
"Ikke-infektiøs enterocolitis UNS";"DK529D"
"Ikke-infektiøs gastroenteritis UNS";"DK529E"
"Ikke-infektiøs ileitis UNS";"DK529F"
"Ikke-infektiøs jejunitis UNS";"DK529G"
"Ikke-infektiøs sigmoiditis UNS";"DK529H"
"Andre tarmsygdomme [DK55-DK64]";""
"Karsygdomme i tarm";"DK55"
"Akut karsygdom i tarm";"DK550"
"Akut fulminant iskæmisk colitis";"DK550A"
"Subakut iskæmisk colitis";"DK550B"
"Mesenterialemboli";"DK550C"
"Akut tarminfarkt";"DK550D"
"Mesenterialinfarkt";"DK550E"
"Akut tyndtarmsiskæmi";"DK550F"
"Mesenterialtrombose";"DK550H"
"Kronisk karsygdom i tarm";"DK551"
"Mesenteriel aterosklerose";"DK551A"
"Kronisk iskæmisk colitis";"DK551B"
"Kronisk iskæmisk enteritis";"DK551C"
"Kronisk iskæmisk enterocolitis";"DK551D"
"Vaskulær insufficiens i mesenteriet";"DK551E"
"Iskæmisk tarmstriktur";"DK551F"
"Angiodysplasi i tyktarmen";"DK552"
"Anden karsygdom i tarm";"DK558"
"Angiodysplasi i tyndtarmen";"DK558A"
"Angiodysplasi i duodenum";"DK558B"
"Angiodysplasi i jejunum";"DK558C"
"Angiodysplasi i ileum";"DK558D"
"Karsygdom i tarm UNS";"DK559"
"Paralytisk ileus og tarmobstruktion ikke forårsaget af hernie";"DK56"
"Paralytisk ileus";"DK560"
"Paralytisk tyktarmsileus";"DK560A"
"Paralytisk tyndtarmsileus";"DK560B"
"Invagination";"DK561"
"Invaginatio colicolica";"DK561A"
"Invaginatio ileocolica";"DK561B"
"Invaginatio ileoiliaca";"DK561C"
"Invaginatio recti";"DK561D"
"Volvulus";"DK562"
"Torsion af Meckels divertikel";"DK562A"
"Tyktarmsvolvulus";"DK562B"
"Tyndtarmsvolvulus";"DK562C"
"Galdestensileus";"DK563"
"Anden form for tarmobstruktion";"DK564"
"Koprolitiasis med tarmobstruktion";"DK564A"
"Enterolitiasis med tarmobstruktion";"DK564B"
"Tarmadhærencer med tarmobstruktion";"DK565"
"Abdominale adhærencer med tarmobstruktion";"DK565A"
"Mesenteriale adhærencer med tarmobstruktion";"DK565B"
"Omentadhærencer med tarmobstruktion";"DK565C"
"Peritoneale adhærencer med tarmobstruktion";"DK565D"
"Strengileus";"DK565E"
"Anden eller ikke specificeret tarmobstruktion";"DK566"
"Tyktarmsobstruktion UNS";"DK566A"
"Tyndtarmsobstruktion UNS";"DK566B"
"Subileus";"DK566C"
"Mesenterietorsion";"DK566D"
"Omenttorsion";"DK566E"
"Tyndtarmsstenose";"DK566F"
"Tyktarmsstenose";"DK566G"
"Ogilvies syndrom";"DK566H"
"Ileus UNS";"DK567"
"Divertikler og betændelse i divertikler i tarm";"DK57"
"Divertikulose eller divertikulitis i tyndtarmen med perforation eller absces";"DK570"
"Divertikulitis i tyndtarmen med absces";"DK570A"
"Divertikulitis i tyndtarmen med perforation";"DK570B"
"Divertikulitis i tyndtarmen med peritonitis";"DK570C"
"Divertikulose eller divertikulitis i tyndtarmen uden perforation eller absces";"DK571"
"Divertikulitis i tyndtarmen uden perforation";"DK571A"
"Divertikulitis i tyndtarmen UNS";"DK571B"
"Divertikulose eller divertikulitis i tyktarmen med perforation eller absces";"DK572"
"Divertikulitis i tyktarmen med absces";"DK572A"
"Divertikulitis i tyktarmen med perforation";"DK572B"
"Divertikulitis i tyktarmen med peritonitis";"DK572C"
"Divertikulose eller divertikulitis i tyktarmen uden perforation eller absces";"DK573"
"Divertikulitis i tyktarmen uden perforation";"DK573A"
"Divertikulitis i tyktarmen UNS";"DK573B"
"Divertikler i tyktarmen uden perforation";"DK573C"
"Divertikler i tyktarmen UNS";"DK573D"
"Pericolitis";"DK573E"
"Perisigmoiditis";"DK573F"
"Divertikler i både tyndtarmen og tyktarmen med perforation eller absces";"DK574"
"Divertikler i både tyndtarmen og tyktarmen med perforation";"DK574A"
"Divertikler i både tyndtarmen og tyktarmen uden perforation eller absces";"DK575"
"Divertikler uden angivelse af lokalisation med perforation eller absces";"DK578"
"Divertikler uden angivelse af lokalisation uden perforation eller absces";"DK579"
"Peridiverticulitis UNS";"DK579A"
"Irritabel tyktarm";"DK58"
"Irritabel tyktarm med diarré";"DK580"
"Irritabel tyktarm uden diarré";"DK589"
"Andre forstyrrelser i tarmfunktionen";"DK59"
"Forstoppelse";"DK590"
"Kronisk forstoppelse";"DK590A"
"Funktionel diarré";"DK591"
"Neurogen tarmfunktionsforstyrrelse IKA";"DK592"
"Megacolon IKA";"DK593"
"Dilatatio coli";"DK593B"
"Toksisk megacolon IKA";"DK593C"
"Toksisk megasigmoideum IKA";"DK593D"
"Analspasme";"DK594"
"Proctalgia fugax";"DK594A"
"Anden forstyrrelse i tarmfunktionen";"DK598"
"Atonia coli";"DK598A"
"Atonia intestini";"DK598B"
"Contractura recti";"DK598C"
"Sterkoraldiarré";"DK598D"
"Dysfunctio coli";"DK598E"
"Forstyrrelse i tarmfunktionen UNS";"DK599"
"Fissur og rift i og omkring endetarmen";"DK60"
"Akut analfissur";"DK600"
"Kronisk analfissur";"DK601"
"Analfissur UNS";"DK602"
"Analfistel";"DK603"
"Ekstrasfinkterisk analfistel";"DK603A"
"Transsfinkterisk analfistel";"DK603B"
"Intersfinkterisk analfistel";"DK603D"
"Submukøs analfistel";"DK603E"
"Suprasfinkterisk analfistel";"DK603F"
"Rektalfistel";"DK604"
"Rektokutan fistel";"DK604A"
"Anorektal fistel";"DK605"
"Byld i og omkring endetarmen";"DK61"
"Analabsces";"DK610"
"Perianalabsces";"DK610A"
"Analflegmone";"DK610B"
"Rektalabsces";"DK611"
"Perirektal absces";"DK611A"
"Anorektal absces";"DK612"
"Iskiorektal absces";"DK613"
"Intersfinkterisk analabsces";"DK614"
"Andre sygdomme i endetarmen og endetarmsåbningen";"DK62"
"Anal polyp";"DK620"
"Rektal polyp";"DK621"
"Analprolaps";"DK622"
"Rektalprolaps";"DK623"
"Stenose i anus eller rektum";"DK624"
"Striktur i anus";"DK624A"
"Striktur i rektum";"DK624B"
"Striktur i analsfinkteren";"DK624C"
"Stenose i anus";"DK624D"
"Stenose i rektum";"DK624E"
"Blødning fra anus eller rektum";"DK625"
"Blødning fra anus";"DK625A"
"Blødning fra rektum";"DK625B"
"Ulcus i anus eller rektum";"DK626"
"Ulcus i anus";"DK626A"
"Ulcus i rektum";"DK626B"
"Ulcus stercoralis";"DK626C"
"Proktitis forårsaget af stråling";"DK627"
"Anden sygdom i anus eller rektum";"DK628"
"Cystis ani";"DK628A"
"Cystis recti";"DK628B"
"Kraurosis ani";"DK628C"
"Leukoplakia ani";"DK628D"
"Leukoplakia recti";"DK628E"
"Megarektum";"DK628F"
"Melanosis recti";"DK628G"
"Ikke-traumatisk perforation af rektum";"DK628H"
"Periproctitis";"DK628I"
"Proctalgia";"DK628J"
"Proctitis allergica";"DK628K"
"Proktitis UNS";"DK628L"
"Relaxatio ani";"DK628M"
"Anal streptokokkose";"DK628N"
"Anal og perianal dysplasi";"DK628P"
"Anal dysplasi";"DK628P1"
"Let anal dysplasi";"DK628P1A"
"Moderat anal dysplasi";"DK628P1B"
"Svær anal dysplasi";"DK628P1C"
"Perianal dysplasi";"DK628P2"
"Let perianal dysplasi";"DK628P2A"
"Moderat perianal dysplasi";"DK628P2B"
"Svær perianal dysplasi";"DK628P2C"
"Sygdom i anus eller rektum UNS";"DK629"
"Andre tarmsygdomme";"DK63"
"Tarmabsces";"DK630"
"Ikke-traumatisk perforation af tarm";"DK631"
"Spontan tarmruptur";"DK631A"
"Tarmfistel";"DK632"
"Caekalfistel";"DK632A"
"Colonfistel";"DK632B"
"Enterokolisk fistel";"DK632C"
"Ileorektal fistel";"DK632D"
"Enterokutan fistel";"DK632F"
"Enterorektal fistel";"DK632G"
"Jejunumfistel";"DK632H"
"Rektosigmoidal fistel";"DK632I"
"Sigmoideumfistel";"DK632J"
"Tarmsår";"DK633"
"Nedsynkning af tarm";"DK634"
"Proctoptosis";"DK634A"
"Ptosis coli";"DK634B"
"Ptosis intestini tenuis";"DK634C"
"Colonpolyp UNS";"DK635"
"Anden tarmsygdom";"DK638"
"Tarmgangræn";"DK638A"
"Tarmblødning UNS";"DK638B"
"Blødning fra mave-tarm-kanalen UNS";"DK638C"
"Melanosis coli";"DK638D"
"Prolapsus coli";"DK638E"
"Prolapsus intestini tenuis";"DK638F"
"Tarmsygdom UNS";"DK639"
"Hæmorider og perianalt hæmatom";"DK64"
"Grad 1 hæmorider";"DK640"
"Grad 2 hæmorider";"DK641"
"Grad 3 hæmorider";"DK642"
"Grad 4 hæmorider";"DK643"
"Marisker";"DK644"
"Perianalt hæmatom";"DK645"
"Andre hæmorider";"DK648"
"Hæmorider UNS";"DK649"
"Sygdomme i bughinde [DK65-DK67]";""
"Bughindebetændelse";"DK65"
"Akut peritonitis";"DK650"
"Abdominalabsces";"DK650A"
"Abscessus bursae omentalis";"DK650B"
"Abscessus fossae rectovesicalis";"DK650C"
"Abscessus intraperitonealis";"DK650D"
"Absces i mesenteriet";"DK650E"
"Absces i omentet";"DK650F"
"Bækkenabsces";"DK650G"
"Abscessus rectovaginalis";"DK650H"
"Abscessus retrocaecalis";"DK650I"
"Abscessus retroperitonealis";"DK650J"
"Abscessus subdiaphragmaticus";"DK650K"
"Abscessus subhepaticus";"DK650L"
"Akut diffus peritonitis";"DK650M"
"Akut purulent peritonitis";"DK650N"
"Akut subfrenisk peritonitis";"DK650O"
"Lokaliseret peritonitis";"DK650P"
"Anden form for peritonitis";"DK658"
"Galdeperitonitis";"DK658A"
"Omentitis";"DK658B"
"Fedtnekrose i mesenteriet";"DK658C"
"Kronisk proliferativ peritonitis";"DK658E"
"Urinperitonitis";"DK658F"
"Polyserositis peritonei";"DK658G"
"Saponificatio mesenterica";"DK658H"
"Spontan bakteriel peritonitis UNS";"DK658I"
"Peritonitis UNS";"DK659"
"Andre sygdomme i bughinden";"DK66"
"Sammenvoksninger i bughinden";"DK660"
"Adhaesiones diaphragmaticae";"DK660A"
"Adhaesiones intestini";"DK660B"
"Adhaesiones mesenterii";"DK660C"
"Adhaesiones omenti";"DK660D"
"Adhaesiones pelvis viri";"DK660E"
"Adhaesiones ventriculi";"DK660F"
"Blødning i peritoneum";"DK661"
"Anden sygdom i bughinden";"DK668"
"Cyste i peritoneum";"DK668A"
"Peritonitis forårsaget af stråling";"DK668C"
"Sygdom i bughinde UNS";"DK669"
"Sygdomme i bughinde ved infektiøs sygdom klassificeret andetsteds";"DK67"
